id,title,format,medium,notes,source,catalogueId,catalogueCallNumber,catalogueName,artistId,originalArtistId,artistFirstName,artistLastName,originalArtistLastName,artistGender,artistThumbnailFile,exhibitionId,exhibitionName,exhibitionPlace,exhibitionYear,originalExhibitionYear,mediumFormat,originalMediumFormat,price
17926,"St. Mary's Pass, Tasmania",Painting,Watercolour,,"Dictionary of Australian Artists, 1992",92,ML 708.9/A,"Art-Treasures Exhibition held in the Legislative Chamber, Hobart Town. Catalogue",2229,2229,Peter Gordon,Fraser,Fraser,male,,69,"Art-Treasures Exhibition held in the Legislative Chamber, Hobart Town",,1858,1858,Watercolour Painting,Watercolour Painting,
8887,"St. Mary's Porch, Oxford",Painting,,For sale: Â£50.0.0,"McCulloch, Encyclopedia of Australian Art, 1994",34,ML 706/20,"Catalogue of exhibits in the Seventh Annual Exhibition of the Royal Art Society of New South Wales, 1886",2908,2908,P Fletcher,Watson,Watson,male,,19,"Royal Art Society of New South Wales Annual Exhibition. 7th, 1886",,1886,1886,Painting,Painting,50
10753,"St. Michael's Mount, Cornwall",Drawing,Ink,For sale: Â£2.2.0,"McCulloch, Encyclopedia of Australian Art, 1994",60,ML FM4/8446,"Catalogue of exhibits in the Sixteenth Annual Exhibition of the Royal Art Society of New South Wales, 1895",2318,2318,Albert J,Hanson,Hanson,male,,12,"Royal Art Society of New South Wales Annual Exhibition. 16th, 1895",,1895,1895,Ink Drawing,Ink Drawing,2.1
4158,"St. Michael's Mount, Cornwall",Painting,Watercolour,"Painted by Miss M. Stephen, NSW. Copy. Exhibits from NSW Academy of Art.",None given,17,ML 630.6/R,"Catalogue of the Agricultural Society of New South Wales Exhibition, 1874",429,429,Miss,Stephen,Stephen,female,,22,Agricultural Society of New South Wales Exhibition,,1874,1874,Watercolour Painting,Watercolour Painting,
14724,St. Patrick's Cathedral,Photograph,,,"Mechanical Eye in Australia, photography",82,DL 86/746 Pam,"Victorian Exhibition of Fine Arts, 1861. Catalogue",1567,1567,Francis Whitfield,Robinson,Robinson,,,59,"Victorian Exhibition of Fine Arts, 1861",,1861,1861,Photograph,Photograph,
5438,"St. Patrick's Cathedral, Melbourne- Moonlight",Painting,,,"Dictionary of Australian Artists, 1992",39,ML 606/V,"Official record [of items forwarded to] Philadelphia Centennial Exhibition, 1876 [from Victoria]",1246,1246,Edward,Hulme,Hulme,male,,4,"Philadelphia Centennial Exhibition, 1876","Millawa, Oxley",1875,1875,Painting,Painting,
4947,"St. Patrick's Cathedral, Melbourne- Moonlight",Painting,,,"Dictionary of Australian Artists, 1992",38,ML 042/Pa44,"Official catalogue of exhibits in the Victorian Intercolonial Exhibition, 1875, preparatory to the Philadelphia Exhibition, 1876",1246,1246,Edward,Hulme,Hulme,male,,6,"Victorian Intercolonial Exhibition, 1875, preparatory to the Philadelphia Exhibition, 1876","Millawa, Oxley",1875,1875,Painting,Painting,
5630,"St. Patrick's Church, Church Hill [Sydney]",Photograph,,,"Mechanical Eye in Australia, photography",39,ML 606/V,"Official record [of items forwarded to] Philadelphia Centennial Exhibition, 1876 [from Victoria]",439,439,Thomas E,Richards,Richards,male,,4,"Philadelphia Centennial Exhibition, 1876","Government Printer, Sydney, New South Wales",1875,1875,Photograph,Photograph,
5108,"St. Patrick's Church, Church Hill [Sydney]",Photograph,,,"Mechanical Eye in Australia, photography",38,ML 042/Pa44,"Official catalogue of exhibits in the Victorian Intercolonial Exhibition, 1875, preparatory to the Philadelphia Exhibition, 1876",439,439,Thomas E,Richards,Richards,male,,6,"Victorian Intercolonial Exhibition, 1875, preparatory to the Philadelphia Exhibition, 1876","Government Printer, Sydney",1875,1875,Photograph,Photograph,
16493,St. Paul's Cathedral,Architectural Drawing,,For sale: Â£21,"Dictionary of Australian Artists, 1992",144,ML 706/V,"Victorian Artists Society. Catalogue of Exhibitions, Melbourne",2084,2084,Albert Charles,Cooke,Cooke,male,,53,"Victorian Artists Society, Melbourne, 1890",,1890,1890,Architectural Drawing,Architectural Drawing,
5109,St. Paul's College [Sydney],Photograph,,,"Mechanical Eye in Australia, photography",38,ML 042/Pa44,"Official catalogue of exhibits in the Victorian Intercolonial Exhibition, 1875, preparatory to the Philadelphia Exhibition, 1876",439,439,Thomas E,Richards,Richards,male,,6,"Victorian Intercolonial Exhibition, 1875, preparatory to the Philadelphia Exhibition, 1876","Government Printer, Sydney",1875,1875,Photograph,Photograph,
5631,St. Paul's College [Sydney],Photograph,,,"Mechanical Eye in Australia, photography",39,ML 606/V,"Official record [of items forwarded to] Philadelphia Centennial Exhibition, 1876 [from Victoria]",439,439,Thomas E,Richards,Richards,male,,4,"Philadelphia Centennial Exhibition, 1876","Government Printer, Sydney, New South Wales",1875,1875,Photograph,Photograph,
6081,"St. Paul's College, Sydney; St. John's College, Sydney; St. Andrew's Cathedral, Sydney; Exchange, Sydney",Photograph,,,None given,44,ML 042/P408,"Official catalogue of the natural and industrial products of NSW forwarded to the Paris Universal Exhibition of 1878, Sydney, 1878",2912,,,Unknown,,,,83,"Paris Universal Exhibition, 1878",University of Sydney,1878,1878,Photograph,Photograph,
7129,"St. Paul's Dome, from the South Esk, Tasmania",Painting,Oil,For sale: Â£42.0.0,"Dictionary of Australian Artists, 1992",7,ML 706/20,"Catalogue of exhibits in the 2nd Annual Exhibition of the Art Society of New South Wales, 1881",2665,2665,William Charles,Piguenit,Piguenit,male,2665.jpg,36,"Royal Art Society of New South Wales, 2nd, Annual Exhibition, 1881",,1881,1881,Oil Painting,Oil Painting,42
5174,St. Peter at Prayer,Painting,,,Indexer's Authority File,38,ML 042/Pa44,"Official catalogue of exhibits in the Victorian Intercolonial Exhibition, 1875, preparatory to the Philadelphia Exhibition, 1876",520,520,Elijah,Walton,Walton,male,,6,"Victorian Intercolonial Exhibition, 1875, preparatory to the Philadelphia Exhibition, 1876",,1875,1875,Painting,Painting,
5702,St. Peter at Prayer,Painting,,,ANG authority file,39,ML 606/V,"Official record [of items forwarded to] Philadelphia Centennial Exhibition, 1876 [from Victoria]",520,520,Elijah,Walton,Walton,male,,4,"Philadelphia Centennial Exhibition, 1876",,1875,1875,Painting,Painting,
17600,St. Peter's at Rome,Photograph,,,"McCulloch, Encyclopedia of Australian Art, 1994",94,DL 85/813,"Catalogue â€¦ consisting of paintings, sculpture, architecture and decorative art etc. held at the Exhibition Building, Melbourne, 1856",2036,2036,Nicholas,Chevalier,Chevalier,male,2036.jpg,47,"Victorian Exhibition of Art, 1856","Victoria Parade, Melbourne",1856,1856,Photograph,Photograph,
2779,St. Peter's release from prison,Painting,Oil,Price Â£30,"Dictionary of Australian Artists, 1992",14,ML 630.6/R,"Catalogue of the Agricultural Society of N.S.W. Exhibition, 1870",2136,2136,Joseph Tracton,Dennis,Dennis,male,,7,"Agricultural Society of N.S.W. Exhibition, 1870","Cambelltown, N.S.W.",1870,1870,Oil Painting,Oil Painting,
7697,"St. Peter's Rome, from the Banks of the Tiber",Painting,,For sale: Â£3.3.0,"McCulloch, Encyclopedia of Australian Art, 1994",28,ML 706/20,"Catalogue of exhibits in the Fifth Annual Exhibition of the Royal Art Society of New South Wales, 1884",2384,2384,Charles Henry,Hunt,Hunt,male,,10,"Royal Art Society of New South Wales Annual Exhibition. 5th, 1884",,1884,1884,Painting,Painting,3.15
17446,St. Sebastian,Painting,Oil,,"Dictionary of Australian Artists, 1992",94,DL 85/813,"Catalogue â€¦ consisting of paintings, sculpture, architecture and decorative art etc. held at the Exhibition Building, Melbourne, 1856",1785,1785,Jane,Wilkinson,Wilkinson,female,,47,"Victorian Exhibition of Art, 1856","Collins Street East, Melbourne",1856,1856,Oil Painting,Oil Painting,
4202,"St. Serrau, St. Malo, France",Painting,Oil,Exhibits from New South Wales Academy of Art.,Indexer's Authority File,17,ML 630.6/R,"Catalogue of the Agricultural Society of New South Wales Exhibition, 1874",172,172,Aston J,Watkins,Watkins,male,,22,Agricultural Society of New South Wales Exhibition,,1874,1874,Oil Painting,Oil Painting,
2685,St. Sophia,Painting,,,None given,13,ML 630.6,"Catalogue of the Agricultural Society of N.S.W. Metropolitan Intercolonial Exhibition, May, 1869",2951,2951,Bennett,Willis,Willis,male,,15,"Agricultural Society of New South Wales Metropolitan Intercolonial Exhibition, May, 1869","Sydney, New South Wales",1869,1869,Painting,Painting,
6375,"St. Veronica's Handkerchief, after Gabriel Max",Drawing,Ink,,"Dictionary of Australian Artists, 1992",49,ML 708.9/R,"Descriptive handbook of pictures etc in the Art Gallery of the Sydney International Exhibition, 1879-80",1412,1412,Eliezer Levi,Montefiore,Montefiore,male,,72,"Sydney International Exhibition, 1879-80",,1879,1879-80,Ink Drawing,Ink Drawing,
6457,"St. Veronica's Handkerchief, after Gabriel Max",Drawing,Ink,,"Dictionary of Australian Artists, 1992",50,ML 042/P60,"Official Catalogue of the Art Gallery at the Sydney International Exhibition, 1879",1412,1412,Eliezer Levi,Montefiore,Montefiore,male,,70,"Sydney International Exhibition, 1879",,1879,1879-80,Ink Drawing,Ink Drawing,
13639,St. Wolfron's Cathedral (Abbeville),Painting,Oil,,Australian artists' index : a biographical index of Australian artists...,83,ML 606/C,"Centennial International Exhibition, Melbourne. Official catalogue â€¦ 2 vols in 1 also containing official guide to the picture galleries and catalogue of fine arts",2912,,,Unknown,,,,2,"Centennial International Exhibition, Melbourne, 1888-89",,1888,1888-89,Oil Painting,Oil Painting,
5403,"St. Wulfren Cathedral, Abbeville, France",Painting,Watercolour,,"Dictionary of Australian Artists, 1992",39,ML 606/V,"Official record [of items forwarded to] Philadelphia Centennial Exhibition, 1876 [from Victoria]",2301,2301,Henry,Gritten,Gritten,male,,4,"Philadelphia Centennial Exhibition, 1876",,1875,1875,Watercolour Painting,Watercolour Painting,
4915,"St. Wulfren Cathedral, Abbeville, France",Painting,Watercolour,,"Dictionary of Australian Artists, 1992",38,ML 042/Pa44,"Official catalogue of exhibits in the Victorian Intercolonial Exhibition, 1875, preparatory to the Philadelphia Exhibition, 1876",2301,2301,Henry,Gritten,Gritten,male,,6,"Victorian Intercolonial Exhibition, 1875, preparatory to the Philadelphia Exhibition, 1876",,1875,1875,Watercolour Painting,Watercolour Painting,
12394,St.Catherine,Painting,Watercolour,,"McCulloch, Encyclopedia of Australian Art, 1994",79,DL 89/1350 Pam,"Catalogue of the Loan Exhibition, Women's College [University of Sydney], 1895",303,303,Adelaide Eliza,Ironside,Ironside,,,37,"Women's College Loan Exhibition, Sydney, 1895",,1895,1895,Watercolour Painting,Watercolour Painting,
7842,"St.Islepp's Chapel, Westminster Abbey, inside",Painting,,Â£4.4.0,"McCulloch, Encyclopedia of Australian Art, 1994",28,ML 706/20,"Catalogue of exhibits in the Fifth Annual Exhibition of the Royal Art Society of New South Wales, 1884",2908,2908,P Fletcher,Watson,Watson,male,,10,"Royal Art Society of New South Wales Annual Exhibition. 5th, 1884",,1884,1884,Painting,Painting,4.2
7841,"St.Islepp's Chapel, Westminster Abbey, outside",Painting,,Â£4.4.0,"McCulloch, Encyclopedia of Australian Art, 1994",28,ML 706/20,"Catalogue of exhibits in the Fifth Annual Exhibition of the Royal Art Society of New South Wales, 1884",2908,2908,P Fletcher,Watson,Watson,male,,10,"Royal Art Society of New South Wales Annual Exhibition. 5th, 1884",,1884,1884,Painting,Painting,4.2
5263,St.Kilda Beach,,,Watercolours?,ANG authority file,39,ML 606/V,"Official record [of items forwarded to] Philadelphia Centennial Exhibition, 1876 [from Victoria]",493,493,Malcolm A,Campbell,Campbell,male,,4,"Philadelphia Centennial Exhibition, 1876",Punt Rd. Windsor,1875,1875,Unknown,,
8147,St.Theresa,Painting,,Â£15.15.0,ANG authority file,29,ML 706/20,"Catalogue of exhibits in the Third Annual Exhibition of the Royal Art Society of New South Wales, 1883",232,232,M,Robinson,Robinson,,,9,"Royal Art Society of New South Wales Annual Exhibition. 3rd, 1883",,1883,1883,Painting,Painting,15.75
6516,Stable Scene,Painting,Oil,The artist may have been H.C. Woollett or William S. Woollett,None given,53,ML 606/Q,"Catalogue of the Queensland Court of the Sydney International Exhibition, 1879. Brisbane, 1879",1813,1813,William S,Woollett,Woollett,male,,90,"Sydney International Exhibition, 1879, Queensland Court",Brisbane,1879,1879,Oil Painting,Oil Painting,
14140,Stable Scene by  Woollett 1856 Â£18,Painting,Oil,,None given,77,ML 606/S,"Catalogue of the Queensland Court of the International Exhibition, Melbourne, 1880",1813,1813,William S,Woollett,Woollett,male,,87,"Melbourne International Exhibition, Queensland Court",Brisbane,1880,1880,Oil Painting,Oil Painting,
704,Stable Yard,Painting,,,None given,3,FM 4/9612 ; Z706/S,"Catalogue of exhibits in the third exhibition of the Society for the Promotion of the Fine Arts in Australia,1857",2912,,,Unknown,,,,50,"Fine Art Exhibition at the Mechanics' School of Arts, Sydney; held January 1857",,1857,1857,Painting,Painting,
9046,Stack Barge near Waterloo Bridge - Fog clearing,Painting,,For sale: Â£10.10.0,"McCulloch, Encyclopedia of Australian Art, 1994",37,ML 706/20,"Catalogue of exhibits in the Sixth Annual Exhibition of the Royal Art Society of New South Wales, 1885",2350,2350,Charles Edward,Hern,Hern,male,,17,"Royal Art Society of New South Wales Annual Exhibition. 6th, 1885",,1885,1885,Painting,Painting,10.5
5998,Stag,Etching,,,None given,43,ML 606/N,"Catalogue of the Intercolonial Exhibition, 1877. Brisbane, n.d.",2912,,,Unknown,,,,34,"Intercolonial Exhibition, Brisbane, 1877",Bris.,1877,1877,Etching,Etching,
2155,Stained Glass,Stained glass,,Stained glass window designer and glass stainer. Honorable Mention awarded by Jurors,Indexer's Authority File,25,ML 606/V,"Catalogue of the Victorian Exhibition, 1861 [preliminary to the International Exhibition, London, 1862]",223,223,John Lamb,Lyon,Lyon,male,,60,"Victorian Exhibition, 1861 [preliminary to the International Exhibition, London, 1862]","Main St., Maldon [Victoria]",1861,1861,Stained glass,Stained glass,
4413,Stained Glass and Drawings,Drawing,,,Indexer's Authority File,35,ML 042/P176,"Official catalogue of the Victorian Exhibition, opened 6 November 1872, part of the London International Exhibition",135,135,,"Ferguson, Urie and Lyon","Ferguson, Urie and Lyon",,,29,"International Exhibition, London 1873. The Victorian Exhibition",,1873,1873,Drawing,Drawing,
4414,Stained Glass and Drawings,Drawing,,,Indexer's Authority File,35,ML 042/P176,"Official catalogue of the Victorian Exhibition, opened 6 November 1872, part of the London International Exhibition",135,135,,"Ferguson, Urie and Lyon","Ferguson, Urie and Lyon",,,29,"International Exhibition, London 1873. The Victorian Exhibition",,1873,1873,Drawing,Drawing,
4415,Stained Glass and Drawings,Drawing,,,Indexer's Authority File,35,ML 042/P176,"Official catalogue of the Victorian Exhibition, opened 6 November 1872, part of the London International Exhibition",135,135,,"Ferguson, Urie and Lyon","Ferguson, Urie and Lyon",,,29,"International Exhibition, London 1873. The Victorian Exhibition",,1873,1873,Drawing,Drawing,
4416,Stained Glass and Drawings,Drawing,,,Indexer's Authority File,35,ML 042/P176,"Official catalogue of the Victorian Exhibition, opened 6 November 1872, part of the London International Exhibition",135,135,,"Ferguson, Urie and Lyon","Ferguson, Urie and Lyon",,,29,"International Exhibition, London 1873. The Victorian Exhibition",,1873,1873,Drawing,Drawing,
3992,"Stained Glass Chancel Windows, Subjects: Angels appearing to Zacharias; St. John Preaching in the Wilderness; St. John Baptising our Saviour; also Geometrical Windows",Stained glass,,"Geometrical Windows executed to the order of Hon. J. Campbell, M.L.C.",Indexer's Authority File,17,ML 630.6/R,"Catalogue of the Agricultural Society of New South Wales Exhibition, 1874",136,136,John,Falconer,Falconer,male,,22,Agricultural Society of New South Wales Exhibition,"Pitt Street, Sydney",1874,1874,Stained glass,Stained glass,
1123,"Stained Glass Designs for Windows, Public Works Department, Post-office and Public Offices",Stained glass,,"Urie and Lyon Ferguson, Designers and Manufacturers of Stained Glass Windows.  See also Reports and Awards of the Jurors, p.349",None given,10,ML Ref 606/M,"Official record â€¦ [of the] Intercolonial Exhibition of Australasia, Melbourne, 1866-67",2912,,,Unknown,,,,3,"Intercolonial Exhibition of Australasia, Melbourne, 1866-67",Victoria,1866,1866-67,Stained glass,Stained glass,
3993,Stained Glass Geometric Medallion Windows,Stained glass,,"Executed for Mr. F.L. Jenkins' private chapel, Nepean Towers",Indexer's Authority File,17,ML 630.6/R,"Catalogue of the Agricultural Society of New South Wales Exhibition, 1874",136,136,John,Falconer,Falconer,male,,22,Agricultural Society of New South Wales Exhibition,"Pitt Street, Sydney",1874,1874,Stained glass,Stained glass,
5747,"Stained Glass Staircase Window, subject ""Captain Cook""",Stained glass,,,Indexer's Authority File,40,ML 606.4/14A1,"Official catalogue of the natural and industrial products of NSW forwarded to the International Exhibition of 1876 at Philadelphia, Sydney, 1876",597,597,None,"Lyon, Cottier & Co.","Lyon, Cottier & Co.",female,,85,Natural and Industrial Products of New South Wales forwarded to the International Exhibition of 1876 at Philadelphia,"Pitt Street, Sydney",1876,1876,Stained glass,Stained glass,
12782,"Stained glass window, coloured glass door",Stained glass,,,Indexer's Authority File,83,ML 606/C,"Centennial International Exhibition, Melbourne. Official catalogue â€¦ 2 vols in 1 also containing official guide to the picture galleries and catalogue of fine arts",1147,1147,,Goodlett & Smith,Goodlett & Smith,,,2,"Centennial International Exhibition, Melbourne, 1888-89","493 George Street,Sydney",1888,1888-89,Stained glass,Stained glass,
12783,"Stained glass window, specimens domestic work",Stained glass,,,Indexer's Authority File,83,ML 606/C,"Centennial International Exhibition, Melbourne. Official catalogue â€¦ 2 vols in 1 also containing official guide to the picture galleries and catalogue of fine arts",2491,2491,,"Lyon, Wells, Cottier & Co.","Lyon, Wells, Cottier & Co.",,,2,"Centennial International Exhibition, Melbourne, 1888-89","179 Liverpool Street,Sydney",1888,1888-89,Stained glass,Stained glass,
13447,Stained Glass Window. Subject- Emblematic Figure of Australia,Stained glass,,"Lyon, Cottier and Co., Staines glass window designers and glass stainers",Indexer's Authority File,74,ML 606/N,"Catalogue of the New South Wales Court of the Colonial and Indian Exhibition, London, 1886",597,597,None,"Lyon, Cottier & Co.","Lyon, Cottier & Co.",female,,5,"Colonial and Indian Exhibition, London, 1886.","179 Liverpool Street, Sydney",1886,1886,Stained glass,Stained glass,
12781,Stained glass windows,Stained glass,,,Indexer's Authority File,83,ML 606/C,"Centennial International Exhibition, Melbourne. Official catalogue â€¦ 2 vols in 1 also containing official guide to the picture galleries and catalogue of fine arts",852,852,,Ashwin and Falconer,Ashwin and Falconer,,,2,"Centennial International Exhibition, Melbourne, 1888-89","314 Pitt Street,Sydney",1888,1888-89,Stained glass,Stained glass,
4021,"Staircase of the residence of Colonel Pennant, Penrhyn Castle, near Bangor, North Wales",Painting,,,None given,17,ML 630.6/R,"Catalogue of the Agricultural Society of New South Wales Exhibition, 1874",1207,1207,J,Hawkins,Hawkins,,,22,Agricultural Society of New South Wales Exhibition,,1874,1874,Painting,Painting,
416,Stalagmatic Columns at the Southern Entrance of the Burrangallong Cavern,Painting,,For sale.  (Vide No. 338),"Dictionary of Australian Artists, 1992",2,FM 4/9612 ; Z706/S,"Catalogue of exhibits in the second exhibition of the Society for the Promotion of the Fine Arts in Australia, 1849",301,301,Conrad,Martens,Martens,male,301.jpg,14,"Society for the Promotion of the Fine Arts in Australia. Second Exhibition, 1849",,1849,1849,Painting,Painting,
7452,"Stalls in Henry VII Chapel and Entrance to Tomb of Mary, Queen of Scots, Westminster Abbey",Painting,,For sale: Â£10.10.0,"McCulloch, Encyclopedia of Australian Art, 1994",26,ML 706/20,"Catalogue of exhibits in the 4th Annual Exhibition of the Art Society of New South Wales, 1883",2908,2908,P Fletcher,Watson,Watson,male,,24,"Royal Art Society of New South Wales, Annual Exhibition, 1883",,1883,1883,Painting,Painting,10.5
12647,Stand (Cleopatra-needle shape) with miscellaneous portraits,Photograph,,,"Mechanical Eye in Australia, photography",72,ML Ref. 606/S,"Catalogue of the South Australian Court of the Colonial and Indian Exhibition, London, 1886",2264,2264,,George and Walton,George and Walton,,,5,"Colonial and Indian Exhibition, London, 1886.",Rundle Street Adelaide,1886,1886,Photograph,Photograph,
7496,"Stand Clear, sketch in the ""Cerberus"" Turret",Painting,,For sale: Â£15.15.0,"McCulloch, Encyclopedia of Australian Art, 1994",28,ML 706/20,"Catalogue of exhibits in the Fifth Annual Exhibition of the Royal Art Society of New South Wales, 1884",1884,1884,George Rossi,Ashton,Ashton,male,1884.jpg,10,"Royal Art Society of New South Wales Annual Exhibition. 5th, 1884",,1884,1884,Painting,Painting,15.75
10506,Stannard's Wharf,Painting,Oil,For sale: Â£21.0.0,Indexer's Authority File,57,ML FM4/8446,"Catalogue of exhibits in the Fifteenth Annual Exhibition of the Royal Art Society of New South Wales, 1894",246,246,Ethel Anna,Stephens,Stephens,female,,8,"Royal Art Society of New South Wales Annual Exhibition. 15th, 1893",,1894,1894,Oil Painting,Oil Painting,21
11312,Stanwell Park,Painting,Watercolour,For sale: Â£5.5.0,"McCulloch, Encyclopedia of Australian Art, 1994",64,ML FM4/8446,"Catalogue of exhibits in the Eighteenth Annual Exhibition of the Royal Art Society of New South Wales, 1897, Sydney",2480,2480,William Lister,Lister,Lister,male,2480.jpg,26,"Royal Art Society of New South Wales Annual Exhibition. 18th, 1888",,1897,1897,Watercolour Painting,Watercolour Painting,5.25
10877,Stanwell Park,Painting,Watercolour,For sale: Â£5.5.0,"McCulloch, Encyclopedia of Australian Art, 1994",60,ML FM4/8446,"Catalogue of exhibits in the Sixteenth Annual Exhibition of the Royal Art Society of New South Wales, 1895",2862,2862,Charles E S,Tindall,Tindall,male,,12,"Royal Art Society of New South Wales Annual Exhibition. 16th, 1895",,1895,1895,Watercolour Painting,Watercolour Painting,5.25
11581,"Stanwell Park Beach, South Coast",Painting,Watercolour,For sale: Â£10.10.0,"McCulloch, Encyclopedia of Australian Art, 1994",65,ML FM4/8446,"Catalogue of exhibits in the Twenty-First Annual Exhibition of the Royal Art Society of New South Wales, 1900, Sydney",2480,2480,William Lister,Lister,Lister,male,2480.jpg,18,"Royal Art Society of New South Wales Annual Exhibition. 21st, 1900",,1900,1900,Watercolour Painting,Watercolour Painting,10.5
15694,"Stanwell Park, Illawarra, showing cabbage palms and brushwood foliage",Photograph,,Large photograph prepared by C Kerry.,"Mechanical Eye in Australia, photography",71,ML 606/N,"Catalogue of the New South Wales Courts of the World's Columbian Exposition, Chicago, 1893",2444,2444,Charles H,Kerry,Kerry,male,,1,"World's Columbian Exposition, Chicago, 1893. New South Wales Courts",,1893,1893,Photograph,Photograph,
15308,Star of Bethlehem,Painting,Oil,,A/F,71,ML 606/N,"Catalogue of the New South Wales Courts of the World's Columbian Exposition, Chicago, 1893",652,652,Mina,Creed,Creed,,,1,"World's Columbian Exposition, Chicago, 1893. New South Wales Courts",,1893,1893,Oil Painting,Oil Painting,
7145,"Start for the Doncaster, Randwick, 1881",Painting,,,"McCulloch, Encyclopedia of Australian Art, 1994",7,ML 706/20,"Catalogue of exhibits in the 2nd Annual Exhibition of the Art Society of New South Wales, 1881",2748,2748,H G H,Sandeman,Sandeman,,,36,"Royal Art Society of New South Wales, 2nd, Annual Exhibition, 1881",,1881,1881,Painting,Painting,
4465,"Startled Horses (a panel in high relief);  Group of Horses' Heads, and a bracket;  Italian",Sculpture,,,"McCulloch, Encyclopedia of Australian Art, 1994",35,ML 042/P176,"Official catalogue of the Victorian Exhibition, opened 6 November 1872, part of the London International Exhibition",1352,1352,John Simpson,Mackennal,Mackennal,male,,29,"International Exhibition, London 1873. The Victorian Exhibition",,1873,1873,Sculpture,Sculpture,
3263,Station in New South Wales,,,"In section headed Water Colours, Drawings and Etchings.","Dictionary of Australian Artists, 1992",31,ML 708.29/V,"Catalogue of the first Exhibition of the Victorian Academy of Arts, 1870",301,301,Conrad,Martens,Martens,male,301.jpg,31,"Exhibition of the Victorian Academy of Arts, 1870",,1870,1870,Unknown,,
13360,Station Map of New South Wales,Map,,,None given,76,ML 606/N,"Catalogue of the New South Wales Court of the Adelaide Jubilee International Exhibition, Adelaide, 1887",2912,,,Unknown,,,,39,"Adelaide Jubilee International Exhibition, Adelaide, 1887","78 Pitt Street, Sydney",1887,1887,Map,Map,
13510,Station Map of New South Wales,Map,,,None given,74,ML 606/N,"Catalogue of the New South Wales Court of the Colonial and Indian Exhibition, London, 1886",2912,,,Unknown,,,,5,"Colonial and Indian Exhibition, London, 1886.","Survey Office, Sydney, per G.K. Clark, Land Agent",1886,1886,Map,Map,
9680,Station on the Murrumbidgee,Painting,Watercolour,For sale: Â£5.5.0,"McCulloch, Encyclopedia of Australian Art, 1994",52,ML FM4/8446,"Catalogue of exhibits in the Thirteenth Annual Exhibition of the Royal Art Society of New South Wales, 1892",2384,2384,Charles Henry,Hunt,Hunt,male,,16,"Royal Art Society of New South Wales Annual Exhibition. 13th, 1892",,1892,1892,Watercolour Painting,Watercolour Painting,5.25
3619,Station Yard Sydney,Photograph,,"James Barnet, Colonial Architect",None given,15,ML 606.4/17A1,Catalogue of exhibits in the New South Wales Annexe of the London Exhibition 1871.,2912,,,Unknown,,,,25,London Exhibition of 1871. New South Wales Annexe,,1871,1871,Photograph,Photograph,
1454,"Stationery, Account Books",Printing,,"See also Reports and Awards of the Jurors p.361. Medal awarded to ""Sands and McDougall for Account Books.""",Indexer's Authority File,10,ML Ref 606/M,"Official record â€¦ [of the] Intercolonial Exhibition of Australasia, Melbourne, 1866-67",123,123,None,Sands & McDougall,Sands & McDougall,female,,3,"Intercolonial Exhibition of Australasia, Melbourne, 1866-67","Collins St.West, Melb.",1866,1866-67,Printing,Printing,
1754,Stationery; various Account Books; Books,Painting,,Account Books manufactured by them in the Colony; Books printed and published by them,Indexer's Authority File,19,ML 606/V,"Victorian Exhibition, 1861 [preliminary to the International Exhibition, London, 1862]. Catalogue",402,402,None,Sands and Kenny,Sands and Kenny,female,,60,"Victorian Exhibition, 1861 [preliminary to the International Exhibition, London, 1862]","Printers, Publishers, Booksellers and Stationers, Collins Street, Melbourne",1861,1861,Painting,Painting,
3892,"Statistical Notes 1835 to 1867-8 vols; Statistics of Victoria 1871, parts I to VIII;census of Victoria, parts I to VI [see Notes]",Printing,,"Patents and Patentees, 5 vols; Patent Abstracts, 2 vols; Pamphlet-Preservation of Food, I vol; Progress in Victoria-a Statistical essay. In the Victorian Section",None given,16,ML 630.6/R,"Catalogue of the Agricultural Society of New South Wales Exhibition, 1873",2912,,,Unknown,,,,22,Agricultural Society of New South Wales Exhibition,Victoria,1873,1873,Printing,Printing,
1538,"Statistical Register of South Australia, for 1865",Printing,,Two copies,None given,10,ML Ref 606/M,"Official record â€¦ [of the] Intercolonial Exhibition of Australasia, Melbourne, 1866-67",2912,,,Unknown,,,,3,"Intercolonial Exhibition of Australasia, Melbourne, 1866-67",Adelaide,1866,1866-67,Printing,Printing,
6261,"Statistical Register of the Province of South Australia; Statistical Curves showing the Progress of South Australia; Copy of each Newspaper published in South Australia during one week; Directory for South Australia, 1878",Bookbinding,,,None given,46,ML 042/P314,Catalogue of the South Australian Court at the Paris Universal International Exhibition of 1878. London,2912,,,Unknown,,,,86,"Paris Universal Exhibition, 1878, South Australian Court","Under Secretary and Government Statist, Adelaide",1878,1878,Bookbinding,Bookbinding,
1798,"Statistical Tables of Tasmania, from 1841 to 1853",Bookbinding,,Printing and bookbinding,None given,21,ML Q606/T,"Catalogue of the Tasmanian Exhibition [preparatory to the Paris Universal Exhibition of 1855, Hobart, 1854]",2912,,,Unknown,,,,89,Paris Universal Exhibition,"Davey Street, Hobart Town",1855,1855,Bookbinding,Bookbinding,
